object_id,title,origin,source_type,reason
4812683740149731548,「自然セラピー」完全ガイド#2「あなたに向いている自然セラピーとは？」,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
6464201077278437962,「自然セラピー」完全ガイド#1「自分に向いている自然との触れ合い方ってなに？」,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
4771857635107793356,音楽のトレーニングで子どもの脳がブーストするんじゃないか説──音楽が子どもの語彙力と教育格差を埋める可能性,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
2359651504026665704,創造性は「天才の才能」とかじゃなくて、地味な訓練の積み重ねじゃない？みたいな研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
4654786052274876481,「最高の体調プログラム」の無料トライアル期間を16日間に延長しまーす,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
3035598418293530304,自己開示は人に好かれるだけじゃなくて、自分も健康にしてくれるぞ！みたいな研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
5211988724348913133,アメリカ心理学会が「老いを味方につける科学」をまとめてくれてたぞ,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
5680821359079617027,「ADHDの人は、ADHDの強みを活かそう！」ってアドバイスは正しいのか問題,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
2573476631911035505,今週の小ネタ：「SNSとゲームがメンタルを壊す！」は本当か？1日10分の「庭いじり」で心と体が整う？ポルノを観る理由で「性の健康」が決まる？,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
7215361430231316977,不健康な人に健康になってもらうには、どんなアドバイスをすればいいのかを調べたメタ分析の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
4042540777509130738,「週4日労働こそが、現代に最適な働き方じゃないか？」という本を読んだ話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
6463368117415650608,結局、ランニングシューズは「履いて気持ちいいやつ」が最強かもしれない説,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
7258912702962281373,トレーニング強度は“しんどさ感”で決めるのが正解だ！みたいな研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
4392641611184517932,「モテる男の体型」とは？を調べまくった研究の結論を見てみましょう,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
4403299319403585879,人生を変えたいなら「性格を変えろ！」「いや、性格を受け入れろ！」ってアドバイスはどっちが正しいのか問題,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
6027779326524980248,【予約開始】OptiMakura（オプティマクラ）、第5期の再販が始まりましたよー,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
1626223759517266598,今週の小ネタ：音楽で記憶力がアップ？ボーッとしてたら頭が良くなる？クレアチンは睡眠に効く？,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
1096074513252179690,61本の臨床研究から見えた、美肌サプリのリアルな効果まとめ,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
2419252878259052385,人間関係、多けりゃいいってもんじゃないので、友だちは3人でいいらしいですよ？という話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
8142651414123875688,1日60gのピーナッツで脳の機能が改善する？みたいな実験の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
6301543401488648262,クリエイティブな人は、なぜ勉強もできるのか？を調べた実験の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
5429221270206034608,なぜ子ども時代を思い出すと、メンタルが安定するのか？,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
6547718155519292881,「断食をしていると頭が働かなくなる！」はどこまで本当か？を調べたメタ分析の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
5654492770644346129,今週の小ネタ：「呼吸」でアルツハイマーのリスクが下がる?精製食はわずか3日で記憶力を下げる？「なんのために生きてるのか分からない……」は、年齢によって理由が違うかも,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
1259764147786409357,「筋トレの効果が出やすい人／出にくい人」はなにが違うのか？問題,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
821662998817685278,「もっとすごい自分になりたい！」病はどう生まれるのか？そして、どう対処すればいいのか問題,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
4479026486155197413,年を取ったら筋トレのやり方は変えるべきか？問題,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
4470929115199873609,「ブルーライトをブロックする眼鏡で睡眠は改善するのか問題」最新のメタ分析をチェックしてみようー,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
5669571618637819675,あなたの隣にいる「サイコパス」てどんな人なの？を調べた研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
5402780192108204668,過去の“経験人数”は何人までが最もモテるのか？問題を調べた研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
2730054142128426736,今週の小ネタ：特定の乳酸菌で眠れるようになる……かも？コーヒーを飲むと長生きできるというが、緑茶じゃダメなの？コーヒーは健康に良いのか？悪いのか？,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
7508041015201677051,できるリーダーに必要な「たった2つの性格特性」はこれだ！みたいな研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
3286334686598917291,「年を取ると太る」は本当か？──23年分のデータが語る“更年期の真実”,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
3819112362127559638,卵は1日に何個まで食べていいのか？問題を調べた2025年研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
7575894660676405338,「朝の運動 vs 夜の運動、どっちが健康に良いのか？」問題をガッツリ掘り下げてみましょう,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
3429445905036188568,運動からの回復に抗酸化サプリは効くのか？を調べた最新メタ分析の結論,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
3406869849431217243,現代人が不幸なのは『孤独』が足りないからだ！という本を読んだ話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
8862652064365052224,今週の小ネタ：「1日おき断食」は「8時間ダイエット」より痩せるのか問題ザクロに若返りの効果があるんじゃないか説、約90万人のデータで見えてきた「食事とうつ」の相関,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
8613577971836612645,「生命の樹」で「生命はどこから来たのか？」がわかるかもしれないぞーという本を読んだ話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
8180456576607764816,2026年のスタートに改めて「パレオな商品開発室」って何？という話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
7672744563348060229,筋トレは「毎回メニューを変えたほうが効く」のか問題を調べた研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
9186718226385490166,睡眠を改善する最強の食べ物はキウイ、タルトチェリー、乳製品じゃないか説,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
5983920279743390553,2025年に「パレオな男」でもっとも読まれた話トップ10,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
2599048449164365555,2025年に「買って良かったもの」12選,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
1594182391216308648,マグネシウムで眠れるようになるのか？睡眠に効きそうなマグネシウムはどれなのか？という研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
2364965937173772663,今週の小ネタ：「頭のいい人は冷たい」はどこまで本当か？自慢したいなら「高いモノ」より「高い体験」を見せびらかせ！運動は性欲の暴走を止めるのか？,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
54379549782283438,「スピーディに痩せる vs. ゆっくり痩せる」どっちが健康と体型の改善メリットが大きいのか？を調べたメタ分析の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
6998567828634662434,ゴマ油はどこまで優秀な油なのかを調べたメタ分析の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
7681790839129369429,ショート動画で脳が大変なことになっちゃう問題をどうすればいいの？を考えたメタ分析の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
1743475085961179075,“私はうまく年を取っている”と言えるようになるために必要な要素はなにか？みたいな研究の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
8712981653372982778,究極の間食アイテム「パレオなナッツグラノーラ」が発売になりました！,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
7525463296967483052,「たった15秒で脳年齢を計測できるテストがあるかもだぞ！」という実験の話,yuchrszk.blogspot.com,パレオな男ブログ由来,non_null_origin
